0;1463
0;562
0;1878
0;2055
0;849
1;1586
1;2118
1;534
1;1046
1;143
2;973
2;65
2;1327
2;1760
2;1866
3;1521
3;559
3;1925
3;526
3;1603
4;1102
4;957
4;435
4;1775
4;1365
5;1654
5;443
5;682
5;908
5;1381
6;1475
6;1620
6;1124
6;567
6;1547
7;1912
7;1999
7;874
7;1946
7;947
8;174
8;1185
8;1585
8;1166
8;827
9;1787
9;870
9;1103
9;155
9;1293
10;1428
10;1274
10;823
10;673
10;1488
11;1121
11;1031
11;1568
11;1312
11;419
12;1490
12;1911
12;1133
12;2009
12;1233
13;1614
13;1809
13;1960
13;335
13;1965
14;2088
14;1210
14;1115
14;212
14;1754
15;470
15;1172
15;658
15;393
15;90
16;894
16;721
16;215
16;100
16;1611
17;2170
17;666
17;1883
17;391
17;764
18;389
18;1297
18;400
18;378
18;759
19;1309
19;1519
19;1162
19;1786
19;196
20;1260
20;2102
20;1361
20;2025
20;475
21;123
21;1301
21;408
21;316
21;1866
22;616
22;1798
22;1751
22;42
22;1566
23;1061
23;243
23;421
23;866
23;73
24;2054
24;1627
24;697
24;1718
24;379
25;1350
25;1603
25;990
25;559
25;1925
26;46
26;1082
26;1613
26;1366
26;2028
27;1202
27;1667
27;1417
27;538
27;1197
28;406
28;269
28;2019
28;263
28;1720
29;759
29;389
29;1646
29;1756
29;843
30;1237
30;1073
30;1513
30;1796
30;685
31;781
31;958
31;587
31;1668
31;1304
32;1078
32;673
32;1120
32;939
32;823
33;2005
33;604
33;378
33;400
33;198
34;1746
34;1959
34;896
34;1085
34;1662
35;1225
35;1366
35;1032
35;1714
35;1023
36;1569
36;722
36;1471
36;472
36;1060
37;1313
37;251
37;519
37;795
37;2112
38;1285
38;1745
38;107
38;98
38;1666
39;749
39;1876
39;1553
39;1609
39;2149
40;1737
40;1501
40;113
40;420
40;1740
41;1976
41;893
41;744
41;349
41;1265
42;116
42;1566
42;1212
42;920
42;1798
43;49
43;1947
43;1621
43;1889
43;1297
44;1465
44;699
44;1141
44;546
44;613
45;1209
45;929
45;528
45;671
45;509
46;1613
46;386
46;1082
46;2028
47;2107
47;1469
47;1705
47;341
47;2040
48;521
48;1861
48;720
48;435
48;1853
49;1621
49;2166
49;1947
49;1889
50;262
50;117
50;325
50;1768
50;502
51;1401
51;1458
51;483
51;2116
51;270
52;642
52;2103
52;704
52;102
52;1174
53;1107
53;1321
53;1054
53;1872
53;1480
54;1310
54;1040
54;310
54;1150
54;1260
55;1580
55;2022
55;448
55;544
55;569
56;259
56;1747
56;904
56;934
56;840
57;388
57;90
57;1565
57;761
57;934
58;411
58;936
58;834
58;1052
58;2132
59;274
59;1322
59;1577
59;1871
59;2071
60;386
60;1007
60;2028
60;334
60;376
61;1285
61;2114
61;1306
61;1716
61;1745
62;500
62;962
62;1530
62;1780
62;2051
63;1839
63;343
63;895
63;76
63;473
64;245
64;1055
64;865
64;713
64;1085
65;973
65;1006
65;985
65;1379
66;1128
66;2165
66;556
66;555
66;652
67;1844
67;1219
67;1920
67;897
67;483
68;1557
68;1341
68;1532
68;2004
68;1587
69;1304
69;458
69;1426
69;917
69;1392
70;2156
70;331
70;1950
70;689
70;1808
71;671
71;1374
71;509
71;1549
71;929
72;1868
72;1381
72;443
72;908
72;1654
73;2150
73;2113
73;499
73;1989
73;124
74;166
74;1998
74;2031
74;1195
74;582
75;1104
75;956
75;1380
75;1686
75;760
76;473
76;465
76;1839
76;343
77;1152
77;1622
77;2058
77;1159
77;967
78;2130
78;1750
78;617
78;1986
78;515
79;574
79;120
79;450
79;670
79;706
80;2049
80;1387
80;93
80;805
80;1311
81;1684
81;1847
81;1267
81;763
81;257
82;1318
82;268
82;2023
82;365
82;1257
83;1637
83;1213
83;1506
83;599
83;1149
84;1179
84;1805
84;1127
84;762
84;1886
85;142
85;1245
85;1758
85;949
85;1863
86;912
86;1280
86;982
86;278
86;938
87;761
87;1409
87;1581
87;1371
87;1355
88;605
88;1139
88;1795
88;1343
88;1897
89;246
89;807
89;72
89;1381
89;1629
90;388
90;934
90;1172
91;867
91;156
91;1239
91;742
91;1674
92;662
92;83
92;1637
92;1676
92;741
93;1311
93;451
93;241
93;1448
94;203
94;1953
94;407
94;1813
94;2032
95;2062
95;1060
95;901
95;1471
95;1840
96;100
96;1973
96;1506
96;1149
96;741
97;1821
97;908
97;1381
97;443
97;850
98;2173
98;1019
98;2020
98;1236
99;1814
99;430
99;542
99;121
99;2002
100;1973
100;894
100;1506
101;1734
101;339
101;628
101;144
101;315
102;1174
102;1057
102;579
102;1658
103;786
103;1973
103;741
103;1150
103;2089
104;1572
104;1561
104;1890
104;1806
104;1509
105;1547
105;1741
105;1620
105;6
105;234
106;1698
106;2072
106;1067
106;2036
106;2007
107;1666
107;1367
107;1084
107;695
108;586
108;397
108;913
108;194
108;1494
109;612
109;1813
109;1454
109;1846
109;1908
110;185
110;2037
110;679
110;1901
110;1695
111;1757
111;648
111;2074
111;1486
111;1039
112;474
112;1473
112;613
112;816
112;353
113;2174
113;1740
113;479
113;227
114;1732
114;211
114;1962
114;2151
114;267
115;1579
115;790
115;332
115;1238
115;1264
116;1566
116;920
116;1212
116;1234
117;262
117;1768
117;325
117;1230
118;304
118;1753
118;1742
118;1395
118;1038
119;1430
119;2084
119;284
119;171
119;1761
120;450
120;574
120;706
120;1695
121;674
121;542
121;430
121;128
122;199
122;1268
122;795
122;478
122;1544
123;1301
123;408
123;969
123;1866
124;499
124;154
124;421
124;1989
124;1972
125;168
125;209
125;571
125;617
125;1240
126;945
126;1994
126;2060
126;358
126;1607
127;806
127;1047
127;1451
127;2040
127;539
128;542
128;449
128;674
128;1635
129;485
129;1354
129;1143
129;555
129;2043
130;149
130;1722
130;1864
130;811
130;1511
131;138
131;1682
131;807
131;1010
131;846
132;998
132;201
132;1550
132;272
132;1573
133;172
133;2120
133;491
133;2143
133;944
134;1876
134;681
134;39
134;1609
134;1076
135;1740
135;479
135;1737
135;765
135;1958
136;1353
136;1763
136;1529
136;263
136;871
137;413
137;2082
137;546
137;1900
137;1141
138;807
138;1682
138;1629
138;1010
139;1720
139;2145
139;269
139;903
139;406
140;355
140;1284
140;1362
140;346
140;667
141;849
141;1443
141;340
141;1859
141;381
142;1245
142;949
142;1758
142;558
143;2118
143;939
143;534
143;1120
144;339
144;525
144;197
144;1850
144;1400
145;854
145;1755
145;244
145;1516
145;981
146;1594
146;197
146;1400
146;1080
146;101
147;609
147;394
147;1564
147;633
147;2175
148;1518
148;1777
148;1211
148;2095
148;2029
149;1722
149;618
149;811
149;1363
150;403
150;626
150;1333
150;1220
150;1069
151;2085
151;651
151;1938
151;1979
151;2001
152;548
152;437
152;247
152;532
152;1176
153;1295
153;1088
153;2064
153;1927
153;2079
154;421
154;499
154;1154
154;1989
155;1103
155;1787
155;870
155;1293
156;742
156;1345
156;867
156;1239
157;937
157;1466
157;488
157;1849
157;1166
158;573
158;2057
158;961
158;1352
158;764
159;1459
159;1499
159;1151
159;1305
159;714
160;1331
160;976
160;1977
160;1891
160;2078
161;1397
161;566
161;373
161;1978
161;1793
162;1476
162;1576
162;502
162;1583
162;1527
163;1113
163;1902
163;1767
163;1651
163;1766
164;1702
164;1257
164;1775
164;365
164;1563
165;1356
165;1357
165;1823
165;2048
165;1758
166;1195
166;1138
166;1591
166;1810
167;1534
167;822
167;1624
167;1511
167;1593
168;209
168;879
168;1240
168;1255
169;646
169;198
169;374
169;1522
169;604
170;784
170;537
170;281
170;986
170;788
171;932
171;1368
171;1035
171;284
171;1430
172;491
172;2120
172;944
172;2143
173;1126
173;2163
173;949
173;1440
173;1245
174;1185
174;1585
174;1166
174;1164
175;235
175;1963
175;1636
175;2018
175;739
176;1851
176;432
176;1517
176;494
176;1923
177;1988
177;746
177;950
177;831
177;1955
178;592
178;2071
178;2046
178;341
178;1262
179;1067
179;2072
179;1698
179;1713
179;348
180;1277
180;275
180;2101
180;563
180;294
181;1812
181;1993
181;946
181;338
181;1708
182;1919
182;624
182;1966
182;1018
182;756
183;947
183;874
183;454
183;2140
183;1999
184;1146
184;1733
184;1241
184;1869
184;301
185;305
185;2037
185;2161
185;1943
186;2014
186;361
186;148
186;1518
186;1342
187;1662
187;415
187;552
187;1
187;1746
188;496
188;864
188;363
188;1955
188;1922
189;297
189;1114
189;2038
189;2027
189;2029
190;2131
190;1863
190;610
190;1758
190;1356
191;1406
191;2139
191;1182
191;265
191;1494
192;1275
192;1424
192;1562
192;2104
192;911
193;1104
193;75
193;1450
193;956
193;155
194;397
194;1582
194;1175
194;1952
195;2125
195;460
195;1042
195;565
195;272
196;324
196;1519
196;1183
196;1736
197;1400
197;1837
197;525
198;604
198;1589
198;2005
199;1268
199;1544
199;795
199;478
200;731
200;732
200;2012
200;716
200;1282
201;1550
201;2033
201;2129
201;589
202;825
202;845
202;416
202;395
202;523
203;1953
203;848
203;1251
203;350
204;1404
204;1797
204;1399
204;2086
204;794
205;264
205;512
205;1575
205;1521
205;1816
206;1198
206;273
206;2147
206;1834
206;1791
207;1016
207;1711
207;1086
207;434
207;670
208;1992
208;2008
208;1786
208;1302
208;659
209;1240
209;1054
209;1321
210;553
210;2136
210;1205
210;827
210;1541
211;2151
211;540
211;1732
211;1962
212;1210
212;2088
212;351
212;22
213;840
213;259
213;904
213;1949
213;327
214;1253
214;2053
214;1715
214;1650
214;1811
215;1611
215;721
215;894
215;786
216;467
216;253
216;2086
216;794
216;972
217;271
217;1393
217;705
217;993
217;2085
218;1771
218;1669
218;2106
218;1995
218;1325
219;1921
219;911
219;2021
219;922
219;669
220;1931
220;1292
220;231
220;675
220;969
221;380
221;506
221;323
221;1968
221;1405
222;885
222;396
222;1618
222;2092
222;1237
223;694
223;1043
223;1802
223;792
223;802
224;1236
224;1725
224;963
224;2020
224;261
225;2000
225;1131
225;266
225;2077
225;1017
226;1862
226;1867
226;1840
226;1630
226;901
227;1156
227;479
227;1395
227;1330
227;2174
228;1694
228;776
228;1606
228;1524
228;1987
229;1841
229;208
229;2008
229;196
229;1992
230;2144
230;487
230;614
230;368
230;1258
231;1292
231;123
231;969
231;21
232;2050
232;980
232;1090
232;551
232;1551
233;291
233;382
233;1365
233;1126
233;173
234;567
234;1620
234;1547
234;6
234;959
235;1970
235;1963
235;1636
235;727
236;1909
236;595
236;615
236;2016
236;1718
237;720
237;481
237;1861
237;521
237;48
238;2096
238;1485
238;1076
238;1773
238;665
239;2061
239;1295
239;853
239;153
239;1848
240;1691
240;799
240;1147
240;2081
240;1496
241;1385
241;345
241;451
241;520
241;1311
242;1186
242;826
242;401
242;779
242;589
243;1061
243;1571
243;421
243;866
244;1516
244;854
244;981
244;1755
244;1271
245;713
245;1055
245;1461
245;1446
246;807
246;1065
246;138
246;1821
247;437
247;548
247;857
247;843
248;2172
248;1184
248;1788
248;1288
248;1048
249;663
249;1177
249;2122
249;2070
249;2161
250;1452
250;1496
250;1663
250;1112
250;282
251;795
251;519
251;1313
251;2112
252;1842
252;813
252;437
252;247
